nom,leonoreid,bnfids
Louis Paul Cailletet,LH/407/9,131627410
Théophile Tilmant,LH/2607/3,14844989z
Alexandre Brongniart,LH/371/73,12276596x
Georges Gillet,19800035/255/34038,14761310j
Marc Isambart Brunel,LH/382/41,112179648
Théophile-Jules Pelouze,LH/2089/14,125293419
Léon Carvalho,LH/439/2,14813569c
Yvonne Printemps,19800035/1481/72000,13898688n
Étienne Aymonier,LH/83/41,12285971n
Georges Destenave,LH/760/15,15316882d
René Lalique,19800035/290/38904,12101962w
André Messager,LH/1846/7,13897439n
Madeleine Colani,19800035/742/84252,12563067j
Raymond Roussel,LH/2404/28,11922909b
Hippolyte Flandrin,LH/980/51,12052215j
Amédée Despans-Cubières,LH/754/46,10719537g
Charles Oberthür,LH/2009/31,130882043
Paul César Helleu,LH/1279/54,123751466
André Lichtenberger,19800035/1467/69804,11912972w
Jean-Marie Le Joubioux,LH/1570/8,107373893
Jean Cavaillès,LH/454/80,11895625r
André-Louis Cholesky,LH/530/47,12747738s
André Louis Lefebvre de Laboulaye,19800035/694/79307,11301065n
Gaëtan de Rochebouët,LH/1202/64,13211992b
Auguste Béhal,LH/164/73,12234987r
Georges Claude,19800035/1304/50526,124368143
Charles Lecocq,LH/1533/2,12354134j
Jules Bastien-Lepage,LH/133/61,11967475s | 14958701h
Louis-Antoine Ranvier,LH/2266/21,12564103t
Charles Lenormant,LH/1590/3,124598503
Félix Alcan,LH/16/69,12275235n
Louis Liard,LH/1636/24,12386563b
Harry Baur,19800035/311/41895,12520791s
Camille Barrère,LH/122/14,14979108x
Ernest Henri Besnier,LH/222/50,13474477c
Louis Bachelier,LH/87/11,12162448f
Alfred Cornu,LH/593/33,129184007
Jean-Sifrein Maury,LH/1805/3,12044717w
Dieudonné Costes,19800035/1207/39459,12149392x
Henri Brocard,LH/369/90,12329919f
Edmond Aman-Jean,19800035/224/29504,12154671s
Jean Maximilien Lamarque,LH/1454/19,11950784p
Antoine-Léonard Chézy,LH/526/101,12459623n
Emmanuel de Las Cases,LH/1489/83,119111802
"Emmanuel, comte de Las Cases",LH/1489/83,119111802
Antoine Germain Labarraque,LH/1412/1,10642403n
Louis Madelin,19800035/227/30002,119138480
Henri Babinski,19800035/241/32005,121356750
Hubert Ponscarme,LH/2198/5,158100729
Constant Roux,19800035/565/64316,16594491x
Sextius Alexandre François de Miollis,LH/1886/3,11852707j
Pierre Marie,LH/1741/18,121651877
Henry Toussaint,LH/2621/62,10710343p
Philippe Kieffer,19800035/368/49407,11909728b
Albert Lebourg,LH/1519/35,119727283
Jean-Pierre Dellard,LH/714/42,130099398
Jean-Pierre Dellard,LH/714/43,130099398
Louis Bertrand,19800035/723/82222,12002733t
Charles Angélique François Huchet de La Bédoyère,LH/1415/6,10725958s
Hippolyte Bernheim,LH/202/42,124395291
Paul Tissandier,19800035/823/93797,104199926
Charles-Simon Catel,LH/448/64,14785137d
Henri Patin,LH/2066/27,12396455n
Alexis Millardet,LH/1876/54,10445384k
Eugène Ducretet,LH/828/19,128619223
Charles Ambroise de Caffarelli du Falga,LH/403/38,10673719q
Charles de Lacretelle,LH/1427/56,121687341
Henri de Bornier,LH/298/40,12463041p
Francis Charmes,LH/492/45,132039364
Maurice Persat,LH/2116/36,12739169p
Émile Egger,LH/891/35,12490044m
Émile Duclaux,LH/825/7,12514448k
Henri Adeline,19800035/1069/23040,11316936z
Antoine Clot,LH/555/60,123565313
Antoine-Barthélemy Clot-Bey,LH/555/60,123565313
Jean Martin Petit,LH/2124/36,16954362x
Louis Dartige du Fournet,LH/664/27,12459311t
René Swyngedauw,19800035/1277/47162,105589265
Justin Germain Casimir de Selves,LH/2499/6,14846698k
Charles Noufflard,19800035/95/11921,144991926
Henry de Gorsse,19800035/150/19162,121161414
Louis Jourdan,19800035/1319/52678,121466685
Émile Masqueray,LH/1775/46,11914966f
Théodore Bachelet,LH/86/85,121321856
Albert d'Amade,LH/27/37,10700242v
Albert Gérard Léo d'Amade,LH/27/37,10700242v
Louis Majorelle,19800035/554/63275,122290789
Marie-Charles-Théodore de Damoiseau de Montfort,LH/652/6,107317005
Marie Dubas,19800035/1145/31034,13893445m
Antoine Chintreuil,LH/528/39,14416647c
Antoine Laurent Apollinaire Fée,LH/951/58,120788826
Honoré Jacquinot,LH/1346/32,12550203x | 134285914
Alexandre Leymerie,LH/1631/25,125521003
Georges Sporck,19800035/1235/42593,14798721m
Philippe Hériat,19800035/1067/22835,12120586z
René Charles Joseph Maire,19800035/28/3530,12327189x
Marcel Rochas,19800035/43/5304,14928021k
Jules Coutan,19800035/201/26305,11198560h
Henri Bouchard,19800035/1282/48014,12005847h
Ernest Desjardins,LH/750/16,13003254s
Paul Jobert,19800035/385/51686,160793860
Louis Loucheur,LH/1663/63,12955549z
Achille Ernest Vuillemot,LH/2741/71,163019545
Adolphe Belot,LH/174/41,11891105s
Adolphe Chéron,19800035/63/7764,113515830
Adolphe Lalauze,LH/1449/49,12617806n
Adrien-Jacques Joly,LH/1371/25,149022605
Adrien Bourgogne,LH/329/78,11893469b
Aimé Blavier,LH/256/29,12466625t
Aimé Merlo,19800035/180/23287,13220134x
Albert-Ferdinand Le Dru,LH/1543/52,170472304
Albert Maignan,LH/1691/28,149633707
Albert Rigolot,19800035/564/64239,14927478d
Albin Mazon,LH/1812/55,119153948
Alex Madis,19800035/957/11194,14689424p
Alexandre Arquillière,19800035/1286/48443,14653698q
Alexandre Georges,LH/1116/24,147888539
Alexandre Goüin,LH/1175/47,10396826w
Alexandre Guiraud,LH/1247/39,146539093
Alexandre Nozal,LH/2007/48,13192617g
Alexis Le Veneur de Tillières,LH/2567/3,12449599d
Alexis Nicolas Noël,LH/1995/56,14975437c
Alfred-Henri Recoura,19800035/564/64215,14926356k
Alfred Bernard,19800035/1344/55786,17722536m
Alfred Cerné,19800035/158/20197,110999495
Alfred Guillou,LH/1243/11,15069821f
Alfred Mayrargues,LH/1810/13,104781622
Alfred Mortier,19800035/759/86075,127414015
Alfred Soubeiran,19800035/251/33466,10454622t | 16999682d
Alphonse-Gabriel Foucault,LH/1005/71,121408835
Alphonse Gabriel Victor Paillet,LH/2036/39,13364765t
Alphonse Gaudron,19800035/1384/59888,11341631t
Alphonse Gosset,LH/1171/31,13003734j
Alphonse Lamotte,LH/1461/69,14793770m | 149675713
Alphonse Mas,LH/1774/16,10280720q
Abbé Chaperon,LH/483/56,136141738
Adolphe Déchenaud,LH/745/50,14972594r
Adrien Alexandre Adolphe de Carrey de Bellemare,LH/435/49,10732936z
Albert Fernique,LH/958/35,140577878
Alfred-Aimé Flamant,LH/979/2,13485092m
Alphonse Darlu,LH/661/75,12369208p
Alphonse Tellier,LH/2574/58,16979314p
Amédée Burat,LH/393/31,14652759v
Amédée Gasquet,LH/1083/39,130120875
Amédée Girod de l'Ain,LH/1151/46,11338996q
Amédée Renée,LH/2300/30,11921553g
Amédée Thalamas,19800035/1231/47154,12481954f
Amédée de Vallombrosa,19800035/958/11216,14843728z
André Alerme,19800035/774/87692,14659549p
André Ballande,19800035/199/25972,14977963s
André Beaunier,19800035/1279/47555,118908311
André Brunot,19800035/1226/41420,138919356
André Dumont,LH/845/63,12540519x
André Laugier,LH/1496/79,124957991
André Lemonnier,19800035/419/55988,120138744
André Metz,19800035/954/10854,12350359g
André Sanson,LH/2455/5,12194863j
André Ventre,LH/2682/51,149401351
André d'Arbelles,LH/35/80,10384735w
André du Bois de La Villerabel,LH/269/89,12903145z
Anna Thibaud,19800035/745/84570,160086953
Anne Elisabeth Pierre de Montesquiou-Fezensac,LH/1918/68,10726268d
Anselme Batbie,LH/135/33,123156210
Antoine-Guillaume Rampon,LH/2264/49,14956209d
Antoine-Marie-Henri Boulard,LH/316/35,11893291z
Antoine Beaudemoulin,LH/139/74,14976573r
Antoine Fortuné de Brack,LH/349/57,118937335
Antoine Jacques Louis Jourdan,LH/1381/42,12050635s
Antonin-Just-Léon-Marie de Noailles,LH/1994/4,16729550q
Antoine Lacassagne,19800035/1099/26074,140643400
Antoine Lascoux,LH/1489/109,149917787
Antoine Magnin,19800035/204/26760,13003434q
Arcisse de Caumont,LH/452/6,118955960
Armand Considère,LH/581/85,10265976p
Armand Lederlin,LH/1541/64,13011512d
Armand de Melun,LH/1821/29,121436464
Arthur Daguin,19800035/458/61278,12992100m | 153123795
Arthur Dillon,LH/777/58,17133721j
Arthur Forgeais,LH/999/3,11060568j
Arthur Vernes,19800035/1364/57833,12644621w
Auguste Anastasi,LH/32/45,12551971k | 14968332w
Auguste Denayrouze,LH/729/101,119470669
Auguste Durst,LH/876/16,14973280g
Auguste Ménégaux,19800035/130/16471,123402021
Auguste Tolbecque,LH/2611/70,13167764v
Auguste Warnier,LH/2747/69,13006922t
Augustin Boutaric,LH/338/16,121772009
Augustin Crosnier,LH/634/31,106740071
Aurélien Scholl,LH/2485/63,121680719
Benjamin Ball,LH/98/32,12388799c
Benoît-Agathon Haffreingue,LH/1257/52,15530400f
Bernard Renault,LH/2299/9,12190470r
Bertrand de Mun,19800035/413/55306,10553535t
Émile Muselier,19800035/654/75345,125302145
Paul Prosper Henrys,LH/1288/35,166229817
Michel Kikoine,19800035/909/6182,14967508b
Ennius Quirinus Visconti,LH/2732/20,12259585k
Edmond Faral,19800035/159/20378,122911334
Isidore Philipp,19800035/184/23959,14785826p
Jean-Antoine Chaptal,LH/485/63,11896089k
Joachim Menant,LH/1822/21,121712821
"Pierre Antoine Noël Bruno, comte Daru",LH/664/52,12409920d
Pierre Daru,LH/664/52,12409920d
Marie-Georges Picquart,LH/2150/38,132117516
Albert Cuny,19800035/1464/69372,12393923p
Charles Wolf,LH/2761/44,13005317b
Paul-Émile Botta,LH/302/51,12333483x
Henri d'Orléans,LH/2022/2,153673066
Paul Montel,19800035/1352/56686,123342990
Jean-Louis Hamon,LH/1262/69,149535321
Fernand Renault,LH/2299/21,17795428w
Paul Thureau-Dangin,LH/2604/87,13163584z
Pierre Adolphe Piorry,LH/2170/11,12544423v
Eugène Casalis,LH/439/56,12595173v
Auguste Marseille Barthélemy,LH/126/69,12105986v
Auguste Castan,LH/444/22,11895463r
Auguste Ricard de Montferrand,LH/2318/15,10037836p
Stéphane Gsell,19800035/548/62608,12459560k
Octave Merlier,19800035/1389/60420,11915696s
Augustin Nicolas Gilbert,LH/1133/7,123872225
Jean Civiale,LH/540/23,10430295j
Benjamin Corenwinder,LH/590/20,105454005
Jean Benner,LH/179/22,148740444
François Fournier,19800035/729/82868,157951728
Léonard-Léopold Forgemol de Bostquénard,LH/999/15,16536748v
Pierre Émile Levasseur,LH/1624/86,12276641x
Louis Marie de Milet de Mureau,LH/1875/64,12511805p
Pierre Jean Robiquet,LH/2356/49,10556189c
Jules Claretie,LH/542/33,118969296
Maurice Caullery,19800035/160/20559,122925235
Georges Hayem,LH/1274/23,134765952
Pierre Cartellier,LH/437/62,14971278f
Henri Cain,LH/408/8,10817109t
Jean-Baptiste Marchand,LH/1729/36,123988615
Lucien Chopard,19800035/1114/27573,124366643
Charles Abadie,LH/1/9,130040534
Henry des Abbayes,19800035/1270/46381,11899726b
René Baillaud,19800035/1415/63604,120105706
Louis-Ernest Dubois,LH/813/17,127494640
Pierre-Georges Latécoère,19800035/22/2802,12152106g
Paul Chabas,LH/463/91,14971402r
Henri Ghéon,19800035/1320/52880,11904791w
Charles Camoin,19800035/632/73132,131868064
Dominique Alexandre Godron,LH/1162/41,12439180p
Pierre Augustin Dangeard,19800035/11/1377,129920935
Henri Albert Niessel,19800035/95/11898,12528944r
Joost van Vollenhoven,LH/2674/31,13075891k
Joseph Vendryes,19800035/328/44222,119278663
Charles Méray,LH/1830/16,12552143c
Henry Bazin,LH/151/27,14648319r
Charles de Mazade,LH/1810/32,12738004k
Camille Chevillard,LH/525/16,139268246
Charles-François-Prosper Guérin,19800035/1330/54219,10270309w | 14975264q
Charles-Philippe Larivière,LH/1483/52,14957739z
Charles-Arthur Gonse,LH/1167/75,10692195b
Charles Beaulieux,19800035/1463/69081,122922491
Charles Gide,LH/1131/6,11904850k
Clovis Brunel,19800035/1112/27403,12285088w
Pierre Martino,19800035/810/92088,124484318
Charles-Louis Huguet de Sémonville,LH/2499/42,12449242m
Louis-Mathias de Barral,LH/119/60,12529210r
Daniel Auguste Rosenstiehl,LH/2383/16,13474441c
Henri Casadesus,19800035/790/89318,14040249f | 16416637b
Paul Viollet,LH/2728/46,11928504z
Gabriel Vicaire,LH/2705/63,11928180z
Émilien de Nieuwerkerke,LH/2779/1,12969884g
Edmond de Coussemaker,LH/619/21,124012316
Julien Cain,19800035/1236/42635,118948194
Ernest Roume,LH/2392/4,122118651
Ernest Cosson,LH/597/60,12298025x
Ernest Saint-Charles Cosson,LH/597/60,12298025x
Albert Sorel,LH/2535/27,123194593
Jacques-Gilles Thomas Maisonneuve,LH/1699/7,13274929j
Christophe Léon Louis Juchault de Lamoricière,LH/1385/48,13489491b
Alphonse Georges,LH/1116/28,11321452t
Jean-François-Charles Amet,LH/29/86,17723151n
Albert Mathiez,19800035/1272/46562,119151147
Léon Dierx,LH/774/46,12104445n
Louis Hachette,LH/1256/54,12554671g
François Jouffroy,LH/1379/25,13513325j
Ferdinand Carré,LH/433/49,10723683p
Pierre Amédée Jaubert,LH/1357/3,11908649s
Pedro Gailhard,LH/1053/48,14844023j
Bruno-Philibert Audier-Massillon,LH/71/49,134845399
Camille Guyot de Villeneuve,19800035/548/62691,10586459w
Camille Mellinet,LH/1820/57,135174144
Camille Mortenol,LH/1943/46,120057655
Camille Oudinot,19800035/260/34624,14657866m
Charles-Alfred Bertauld,LH/207/17,10386370s
Charles-François Beautemps-Beaupré,LH/158/29,136063168
Charles-Henri Brasier,LH/352/28,15880913q
Charles-Henri Plantade,LH/2177/16,139474195
Charles-Joseph-Augustin de Bully,LH/391/10,15041411p
Charles-Joseph-Augustin de Bully,LH/681/9,15041411p
Charles-Louis Largeteau,LH/1483/10,12227748t
Charles-Étienne Collignon,LH/568/57,10628255c
Charles-Étienne Collignon,LH/568/58,10628255c
Charles Antoine Manhès,LH/1717/76,13614343w | 13614427x
Charles Baltet,LH/101/1,12587493k
Charles Balthazar Julien Févret de Saint-Memin,LH/967/77,135626433
Charles Barret,19800035/55/6751,13389071f
Charles Cazalet,LH/457/27,130105485
Charles Chassé,19800035/633/73280,120509886
Charles Debierre,LH/678/49,12282339s
Charles Depéret,LH/735/9,12391617f
Charles Dufraisse,19800035/1032/19116,13325722z
Charles Eugène Bertrand,LH/216/57,124200921
Charles Ferton,LH/965/4,13509716x
Charles Fillion,LH/973/29,10700999r
Charles Genty,19800035/1441/66829,135284795
Charles Gillot,LH/1137/3,12326717g
Charles Gomel,LH/1166/2,12759152c
Charles Griffe,LH/1200/25,13210720p
Charles Hoffbauer,19800035/1484/72494,14969243h
Charles Joseph Dupont,LH/855/10,11314201w
Charles Kolb-Bernard,LH/1406/27,106874208
Charles Luizet,19800035/268/35908,110230609
Charles Léopold Louandre,LH/1662/47,12095795z
Charles Moureu,LH/1954/61,12554690r
Charles Mérouvel,LH/497/55,11915710h
Charles Müller,LH/1963/49,14917564s
Charles Péchin,19800035/1214/40081,109209985
Charles Simon,LH/2557/45,10724898h
Charles Sébline,LH/2497/15,10610229p
Charles de Tricornot de Rose,LH/2629/52,145147987 | 15536989v
Charles Vignier,19800035/752/85313,126450444
Charles d'Osmoy,LH/1517/26,107280163
Charles de Dompierre d'Hornoy,LH/788/6,10739569h
Charles de Pelleport-Burète,LH/2085/2,170462019
Charles Émile Altorffer,19800035/435/58191,111337760
Claude-François-Étienne Dupin,LH/852/30,119011758
Claude-Louis Bruslé de Valsuzenay,LH/385/46,125937375
Claude François Duchanoy,LH/821/28,124644620
Clovis Thorel,LH/2602/26,15365005j
Clément d'Astanières,LH/61/30,155416264
François André Michaux,LH/1862/24,12544338m
Constant Blaquière,19800035/759/86121,10494121x
Cora Laparcerie,19800035/22/2745,131765648
Corisande de Gramont,19800035/1457/68456,12105965w
Corneille Trumelet,LH/2636/64,12125455m
César Chabrun,LH/467/23,10941441g
César Florimond de Faÿ de La Tour-Maubourg,LH/948/62,16757351n
Denis Charles Henri Gauldrée-Boileau,LH/1091/62,10027488m
Marquis de Lacaze,LH/1091/62,10027488m
Denis Désiré Riocreux,LH/2335/16,105751526
Denis Gavini,LH/1100/56,145402379
Edgar Monteil,LH/1917/19,12233758c
Edmond Colmet de Santerre,LH/571/79,13002248m
Edmond Duthoit,LH/880/48,13074910s
Charles Antoine Morand,LH/1924/18,13518382k
François Charles-Roux,19800035/384/51487,123046190
Gustave Servois,LH/2509/73,12548990b
Henry Mansuy,LH/1720/12,12030795h
Hyacinthe Guilleminot,LH/1238/25,12525712v
Jacques Augustin,LH/75/70,140758477
Gaston Bussiere,19800035/335/45080,13743632m
Gaston Calmette,LH/410/85,14469667r
Georges de Laire,LH/1446/67,12562888g
Henri Victor Michelant,LH/1869/42,12459770f
Gustave Charles Bonaventure Chancel,LH/479/36,125521619
Gustave Desnoiresterres,LH/1522/13,12431414s
Gustave Jundt,LH/1390/64,147979646
Joseph Alexandre Martigny,LH/1755/40,137771188
Omer Letorey,LH/1621/61,14843217x
Henri Fromageot,LH/1041/11,13038546t
Henri-Gustave Delvigne,LH/722/73,10431835k
Henri Martineau,19800035/809/91958,11914862s
Henri Rapin,19800035/1234/42349,104125091
Henri Rollin,19800035/83/10398,12219737f
Henri Trilles,LH/2654/6,12209300s
Henri de Montaut,LH/1916/30,11916616j | 14952923x
Roger Hubert,19800035/593/67119,14107129k
Joachim Murat,C/0/68,16239779b
Régis Barthélemy Mouton-Duvernet,LH/1960/12,14637636q
Isaac Pereire,LH/2096/57,12555780z
Jacques Claude Demogeot,LH/727/27,13484514z
Jean-Antoine Constantin,LH/582/80,12064938t | 14971877r
Jean-Baptiste Périer,19800035/36/4584,10739199b
Jean Frontard,19800035/367/49355,109514990
Joannès Charles Melchior Chatin,LH/503/105,15109852n
Joseph Beaume,LH/155/74,14952349z
Joseph Vallot,19800035/240/31838,15336942v
Jules Patenôtre,LH/2065/59,11918760s
Jules Patenôtre des Noyers,LH/2065/59,11918760s
Robert Bourgeois,19800035/175/22616,130775979
Louis Nicolas Grandeau,LH/1187/3,12194867x
Louis Valtat,LH/2668/26,11954699d
Léon Clédat,LH/547/61,12327486q
Léon-Vivant Moissenet,LH/1896/13,10365259b
Paul Grenier,LH/1198/52,10471102h
Marie Étienne Péroz,LH/2104/36,15366894f | 16577260d
Maurice Janin,LH/1352/51,11310910t
Laurent Marqueste,LH/1750/1,148464412
Théodore Barrière,LH/123/65,124629230
Athanase de Charette de La Contrie,LH/489/28,12126177b
René-Charles Guilbert de Pixerécourt,LH/1231/71,119063124
Pierre-Barthélemy Gheusi,LH/1128/5,12937587k
Pierre Girieud,19800035/1338/55104,129192060 | 14974793f
Raymond Weill,19800035/1319/52727,123222759
Robert Kemp,19800035/829/94541,125345170
Jean Guillaume Janssens,LH/1353/99,16517705d
Jan Willem Janssens,LH/1353/99,16517705d
Gustave Droz,LH/807/51,121145365
Gustave Fayet,19800035/542/62043,10949689z
Joseph Bernet,LH/202/12,11682136r
René-François Régnier,LH/2286/76,12991645q
Paul Michaux,LH/1863/4,10445264p
Marcellin Jobard,LH/1367/47,13484729j
Simon François Gay de Vernon,LH/1102/28,106598714
Charles Le Bargy,19800035/232/30787,14653638v
Jules Lachelier,LH/1423/54,12134410m
Hippolyte Passy,LH/2064/8,12463195w
Émile Prisse d'Avesnes,LH/2229/29,12084582m
Louis Marie Cordonnier,19800035/134/16900,119944196
Auguste Burdeau,LH/393/54,11894541g
Louis Léopold Ollier,LH/2016/47,16222289c
René Quinton,LH/2251/23,121214560
Claude François Lallemand,LH/1450/37,13478352q
Maurice Chabas,19800035/457/61087,10997786r
Léopold Bellan,LH/169/10,10342691s
Paul Fliche,LH/985/1,12156384s
Jules Case,19800035/118/14941,133211439
Paul Caujolle,19800035/154/19708,10941212b
André Ursault,19800035/1093/25534,12080539h
Henri-Cardin-Jean-Baptiste d'Aguesseau,LH/11/6,13190273c
André Renard,19800035/305/41098,123355543
Georges Neumann,19800035/249/33137,13007371m
Tancrède Bastet,19800035/450/60208,12219281j | 14969105p
Gabriel-Auguste Ancelet,LH/32/67,10384684t
Joseph Serlin,19800035/1413/63331,170263584
Bernard Bruyère,19800035/1094/25679,129545905
Pol Neveux,19800035/567/64547,121267054
François de Curel,LH/641/26,124145251
Pierre Moitessier,19800035/699/79839,10572552k
Maurice de La Sizeranne,19800035/130/16491,13002208c
Blanche Barretta,LH/123/1,15575785h
Alexandre Beljame,LH/168/41,12205802w
Henri Hubert,LH/1316/3,11907889b
Césaire Mathieu,LH/1790/6,10745556d
Alexandre Soumet,LH/2542/23,12367498j
Alfred Fouillée,LH/1008/24,12031236v
Jean Ybarnegaray,19800035/218/28575,10725311g
Jean Ybarnégaray,19800035/218/28575,10725311g
Paul Arène,LH/48/18,11889063d
André Calmettes,19800035/301/40444,146534447
Alcide de Beauchesne,LH/269/80,124492371
Joseph Carlier,LH/429/23,14971183r
André Georges Corap,LH/587/36,16180896w
Guillaume Guillon Lethière,LH/1621/27,12274344n
Philéas Lebesgue,19800035/174/22402,11911866f
Émile Coste,LH/598/71,10545456s
Émile Rimailho,19800035/564/64241,157980136
Maurice Bouchor,19800035/242/32205,121189963
Jean-Antoine Injalbert,LH/1335/29,14846251t
Marguerite de Witt-Schlumberger,19800035/169/21747,12777295v
Adolphe Duparc,19800035/243/32315,116844707
Adolphe van Bever,19800035/1288/48784,11927541x
Adrien Henry,19800035/413/55239,165593226
Adrien Loir,19800035/552/63094,130121387
Albert Lougnon,19800035/977/13235,124065259 | 15311239d
Aldebert de Chambrun,19800035/369/49589,129364930
Alexandre Descatoire,19800035/1291/49208,14972806g
Alexandre Étard,19800035/202/26397,12559969z
Alexis Godillot,LH/1161/27,11984826c
Alfred Galopin,LH/1064/28,14976406b
Alfred Janniot,19800035/992/14782,14519826v
Alphonse Lalauze,19800035/1287/48675,151258225
Amédée Alby,19800035/371/49833,10839699w
Anatole Gras,19800035/107/13465,16589408j
André Artonne,19800035/306/41245,121927090
André Bourguet,19800035/1330/54117,149777172
