nom,leonoreid,datenaissance,ville,coordinatelieuN,datedeces,villedc,coordinatelieudc
Charles Lecuve,LH/1540/44,1857-08-20T00:00:00Z,Vexaincourt,Point(7.045555555 48.493611111),1914-08-24T00:00:00Z,Celles-sur-Plaine,Point(6.95 48.456388888)
Charles de l'Escalopier,LH/902/45,1812-04-09T00:00:00Z,Liancourt-Fosse,Point(2.815555555 49.755),1861-10-11T00:00:00Z,Argoules,Point(1.832777777 50.342777777)
Charles Henri Auguste de Saulces de Freycinet,LH/741/64,1823-02-17T00:00:00Z,Saint-Denis,Point(55.448055555 -20.878888888),1881-11-26T00:00:00Z,Rochefort,Point(-0.966944444 45.941944444)
Gabriel Edouard Baptiste Pech,19800035/193/25205,1854-01-01T00:00:00Z,Albi,Point(2.145833333 43.928055555),1930-01-01T00:00:00Z,Saint-Loup-Cammas,Point(1.478055555 43.696388888)
Félix Gaffiot,19800035/1483/72261,1870-09-27T00:00:00Z,Liesle,Point(5.814722222 47.061666666),1937-11-03T00:00:00Z,Mouchard,Point(5.797222222 46.973333333)
Charles Barrois,LH/124/32,1851-04-21T00:00:00Z,Lille,Point(3.0575 50.631944444),1939-11-05T00:00:00Z,Seine-Maritime,Point(0.833333333 49.666666666)
Alexandre Brière de Boismont,LH/364/75,1797-10-18T00:00:00Z,Rouen,Point(1.1025 49.443055555),1881-12-25T00:00:00Z,Saint-Mandé,Point(2.417777777 48.841388888)
Pierre Cambronne,LH/413/66,1770-12-26T00:00:00Z,Nantes,Point(-1.553888888 47.217222222),1842-01-29T00:00:00Z,Nantes,Point(-1.553888888 47.217222222)
Gabriel Bounoure,19800035/990/14581,1886-05-12T00:00:00Z,Issoire,Point(3.248888888 45.544166666),1969-04-23T00:00:00Z,Plobannalec-Lesconil,Point(-4.229722222 47.823333333)
Félix Liouville,19800035/231/30699,1859-11-06T00:00:00Z,Toul,Point(5.891666667 48.675),1947-08-14T00:00:00Z,Brion,Point(-0.156944444 47.441666666)
Gabriel Guérin,LH/1220/4,1892-07-25T00:00:00Z,Le Havre,Point(0.108055555 49.494166666),1918-08-01T00:00:00Z,Mont-l'Évêque,Point(2.630833333 49.194722222)
Roger Gavoury,19800035/620/70410,1911-04-07T00:00:00Z,Mello,Point(9.55 46.15),1961-05-31T00:00:00Z,Alger,Point(3.058611111 36.776388888)
Charles Jacques Nicolas Duchâtel,LH/821/62,1751-05-29T00:00:00Z,Tinchebray,Point(-0.7331 48.7636),1844-09-24T00:00:00Z,Mirambeau,Point(-0.570277777 45.373333333)
Théophile Delcassé,LH/707/100,1852-03-01T00:00:00Z,Pamiers,Point(1.610833333 43.116388888),1923-02-22T00:00:00Z,Nice,Point(7.268333333 43.701944444)
Charles Guignebert,LH/1230/44,1867-06-18T00:00:00Z,Villeneuve-Saint-Georges,Point(2.449722222 48.7325),1939-08-27T00:00:00Z,Clamecy,Point(3.519444444 47.46)
Henri Mondor,19800035/357/48014,1885-05-20T00:00:00Z,Saint-Cernin,Point(2.420833333 45.058611111),1962-04-06T00:00:00Z,Neuilly-sur-Seine,Point(2.2675 48.887222222)
Charles Munch,19800035/957/11108,1891-09-26T00:00:00Z,Strasbourg,Point(7.752222222 48.573333333),1968-11-06T00:00:00Z,Richmond,Point(-77.466666666 37.533333333)
Charles Joseph Buquet,LH/393/5,1776-06-04T00:00:00Z,Charmes,Point(6.2925 48.371666666),1838-04-14T00:00:00Z,Vandœuvre-lès-Nancy,Point(6.1675 48.656111111)
Charles Sébline,LH/2497/15,1846-06-04T00:00:00Z,Saint-Pellerin,Point(-1.178333333 49.297777777),1917-02-10T00:00:00Z,Montescourt-Lizerolles,Point(3.2575 49.738611111)
Charles Griveaud,19800035/220/28930,1877-02-18T00:00:00Z,Charolles,Point(4.275277777 46.434444444),1956-07-31T00:00:00Z,Digoin,Point(3.980555555 46.481944444)
Charles Rabot,19800035/186/24182,1856-06-26T00:00:00Z,Nevers,Point(3.156666666 46.9925),1944-02-01T00:00:00Z,Martigné-Ferchaud,Point(-1.318333333 47.827777777)
Félix Biet,LH/236/2,1838-10-21T00:00:00Z,Langres,Point(5.333055555 47.8625),1901-09-09T00:00:00Z,Saint-Cyr-au-Mont-d'Or,Point(4.818055555 45.814444444)
Léopold Delisle,LH/714/16,1826-10-24T00:00:00Z,Valognes,Point(-1.469166666 49.509166666),1910-07-22T00:00:00Z,Chantilly,Point(2.460833333 49.186944444)
Charles Laisné,LH/1447/8,1819-01-03T00:00:00Z,Fontenay-aux-Roses,Point(2.285555555 48.789166666),1891-01-14T00:00:00Z,Fontenay-aux-Roses,Point(2.285555555 48.789166666)
Edmond de Rothschild,LH/2387/33,1845-08-19T00:00:00Z,Boulogne-Billancourt,Point(2.241388888 48.835277777),1934-11-02T00:00:00Z,Boulogne-Billancourt,Point(2.241388888 48.835277777)
William Bouguereau,LH/312/28,1825-11-30T00:00:00Z,La Rochelle,Point(-1.151388888 46.159444444),1905-08-19T00:00:00Z,La Rochelle,Point(-1.151388888 46.159444444)
Alexandre Schaumasse,19800035/839/95897,1882-05-03T00:00:00Z,Saint-Quay-Portrieux,Point(-2.831111111 48.651944444),1958-07-25T00:00:00Z,Vichy,Point(3.425833333 46.126944444)
Charles Le Peletier d'Aunay,LH/1594/63,1840-10-04T00:00:00Z,Aunay-en-Bazois,Point(3.698611111 47.115277777),1918-10-09T00:00:00Z,château d'Aunay,Point(3.69955 47.1167)
Charles de Lambert,19800035/546/62472,1865-12-30T00:00:00Z,Funchal,Point(-16.916666666 32.65),1944-02-26T00:00:00Z,Saint-Sylvain-d'Anjou,Point(-0.471666666 47.519722222)
Gabriel Lespinasse de Saulne,LH/1616/30,1848-07-11T00:00:00Z,Toulouse,Point(1.443888888 43.604444444),1939-01-06T00:00:00Z,Villemur-sur-Tarn,Point(1.505 43.865555555)
Charles Le Bègue de Germiny,LH/1512/71,1799-11-03T00:00:00Z,Cliponville,Point(0.659166666 49.676388888),1871-02-22T00:00:00Z,Motteville,Point(0.855277777 49.635277777)
Honoré Théodore Maxime Gazan,LH/1103/38,1765-10-29T00:00:00Z,Grasse,Point(6.925277777 43.658055555),1845-04-09T00:00:00Z,Grasse,Point(6.925277777 43.658055555)
Léon Levavasseur,19800035/552/63041,1863-12-07T00:00:00Z,Le Mesnil-au-Val,Point(-1.524444444 49.606666666),1922-02-26T00:00:00Z,Puteaux,Point(2.238055555 48.884166666)
René Capitant,19800035/1040/19961,1901-08-19T00:00:00Z,La Tronche,Point(5.740277777 45.206388888),1970-05-23T00:00:00Z,Suresnes,Point(2.226944444 48.871111111)
Claude-Étienne Michel,LH/1864/17,1772-10-03T00:00:00Z,Jura,Point(5.554444 46.675278),1815-06-18T00:00:00Z,Waterloo,Point(4.383333333 50.716666666)
Charles d'Osmoy,LH/1517/26,,,,1894-12-07T00:00:00Z,Bonneville-Aptot,Point(0.762777777 49.258333333)
Charles Planelli de Lavalette,LH/2176/47,1763-04-29T00:00:00Z,Grenoble,Point(5.726388888 45.186944444),1854-12-31T00:00:00Z,Varces-Allières-et-Risset,Point(5.681944444 45.086666666)
Charles de Grandmaison,LH/1670/25,1824-05-29T00:00:00Z,Poitiers,Point(0.335277777 46.581111111),1903-06-19T00:00:00Z,La Membrolle-sur-Choisille,Point(0.639444444 47.438055555)
Charles Phalempin,19800035/206/27007,1844-07-20T00:00:00Z,Lille,Point(3.0575 50.631944444),1918-01-01T00:00:00Z,Londres,Point(-0.1275 51.507222222)
Félix Cadras,19800035/617/69777,1906-03-04T00:00:00Z,Calais,Point(1.855555555 50.9475),1942-05-30T00:00:00Z,forteresse du Mont-Valérien,Point(2.213313378 48.87282831)
Félix Coquelle,LH/586/67,1864-07-05T00:00:00Z,Dunkerque,Point(2.376388888 51.037777777),1928-08-13T00:00:00Z,Rosendaël,Point(2.405833 51.041944)
Gabriel Henriot,19800035/645/74404,1880-01-18T00:00:00Z,19e arrondissement de Paris,Point(2.381822222 48.88235),1965-04-21T00:00:00Z,hôpital Saint-Antoine,Point(2.38262 48.8489)
Émile Gebhart,LH/1104/58,1839-07-19T00:00:00Z,Nancy,Point(6.183611111 48.692777777),1908-04-22T00:00:00Z,6e arrondissement de Paris,Point(2.332233333 48.850530555)
Charles d'Houdetot,LH/1310/73,1786-07-06T00:00:00Z,Pamplemousses,Point(57.583333333 -20.116666666),1866-10-05T00:00:00Z,Carlepont,Point(3.024722222 49.514166666)
Charles Olivier Marie Sévère de La Bourdonnaye,LH/1418/15,1766-09-23T00:00:00Z,Bruz,Point(-1.745833333 48.024722222),1859-12-10T00:00:00Z,Laillé,Point(-1.718333333 47.977777777)
Numa Denis Fustel de Coulanges,LH/1046/23,1830-03-18T00:00:00Z,Paris,Point(2.351388888 48.856944444),1889-09-12T00:00:00Z,Massy,Point(2.276388888 48.730555555)
Paul César Helleu,LH/1279/54,1859-12-17T00:00:00Z,Vannes,Point(-2.761666666 47.655),1927-03-23T00:00:00Z,7e arrondissement de Paris,Point(2.312777777 48.859166666)
Alexandre-Gabriel Decamps,LH/681/45,1803-03-03T00:00:00Z,Paris,Point(2.351388888 48.856944444),1860-08-22T00:00:00Z,Fontainebleau,Point(2.701666666 48.408888888)
Charles Jean Louis Aymé,LH/83/4,1770-01-28T00:00:00Z,Melle,Point(-0.145 46.221944444),1852-06-27T00:00:00Z,Melle,Point(-0.145 46.221944444)
Charles Magnin,LH/1687/23,1793-11-04T00:00:00Z,Paris,Point(2.351388888 48.856944444),1862-10-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Müller,LH/1963/49,1815-12-28T00:00:00Z,Paris,Point(2.351388888 48.856944444),1892-01-09T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Narrey,LH/1975/47,1818-08-10T00:00:00Z,Bergues,Point(2.434166666 50.968611111),1892-11-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Nicod,19800035/889/4132,1878-01-28T00:00:00Z,Levier,Point(6.118611111 46.953611111),1967-12-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Nicolas d'Anthouard de Vraincourt,LH/41/106,1773-04-07T00:00:00Z,Verdun,Point(5.382777777 49.159722222),1852-03-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Nicolas Friant,LH/1037/82,1818-01-03T00:00:00Z,Lorquin,Point(6.996666666 48.669166666),1886-12-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Noël,LH/1996/14,1847-08-26T00:00:00Z,Paris,Point(2.351388888 48.856944444),1930-12-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Norry,LH/2003/31,1756-09-30T00:00:00Z,Charenton-le-Pont,Point(2.411944444 48.821388888),1832-11-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Petit-Dutaillis,19800035/1214/40161,1868-01-26T00:00:00Z,Saint-Nazaire,Point(-2.21 47.279444444),1947-07-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Philippe Henri de Noailles,LH/1994/6,1808-09-08T00:00:00Z,Paris,Point(2.351388888 48.856944444),1854-11-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Pigeon,LH/2159/7,1838-03-29T00:00:00Z,Le Mesnil-Lieubray,Point(1.5075 49.521666666),1915-05-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Plichon,LH/2180/37,1814-06-28T00:00:00Z,Bailleul,Point(2.733888888 50.7375),1888-06-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Plumet,LH/2182/24,1861-05-17T00:00:00Z,Cirey-sur-Vezouze,Point(6.9475 48.580833333),1928-04-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Prévet,LH/2224/8,1852-03-18T00:00:00Z,Paris,Point(2.351388888 48.856944444),1914-02-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Rabut,LH/2254/51,1852-02-16T00:00:00Z,Paris,Point(2.351388888 48.856944444),1925-03-31T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Reibel,19800035/706/80548,1882-12-29T00:00:00Z,Vesoul,Point(6.155277777 47.622222222),1966-06-26T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Rigault de Genouilly,LH/2330/14,1807-04-12T00:00:00Z,Rochefort,Point(-0.966944444 45.941944444),1873-05-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Sallandrouze de Lamornaix,LH/2447/34,1808-03-27T00:00:00Z,Paris,Point(2.351388888 48.856944444),1867-06-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Sainte-Claire Deville,LH/2443/13,1814-02-26T00:00:00Z,Saint Thomas,Point(-64.916666666 18.333333333),1876-10-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Sainte-Claire Deville,LH/2443/13,1814-02-26T00:00:00Z,Saint Thomas,Point(-64.93653 18.35329),1876-10-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Siblot,19800035/1320/52913,1871-05-29T00:00:00Z,Vincennes,Point(2.439166666 48.847777777),1943-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Siblot,19800035/1320/52913,1871-03-29T00:00:00Z,Vincennes,Point(2.439166666 48.847777777),1943-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Théophile de Plazanet,LH/2179/8,1821-04-15T00:00:00Z,Paris,Point(2.351388888 48.856944444),1892-05-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Vagnat,LH/2658/31,1851-11-04T00:00:00Z,Briançon,Point(6.635 44.895833333),1914-12-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Vaillant,LH/2658/38,1872-08-06T00:00:00Z,16e arrondissement de Paris,Point(2.276488888 48.863611111),1939-12-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Vignier,19800035/752/85313,1863-05-08T00:00:00Z,Genève,Point(6.15 46.2),1934-02-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Victor Frébault,LH/1031/51,1813-02-01T00:00:00Z,Limon,Point(3.379166666 46.968888888),1888-02-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles d'Audiffret,LH/71/57,1787-10-10T00:00:00Z,Paris,Point(2.351388888 48.856944444),1878-04-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles de Bryas,LH/386/66,1785-02-16T00:00:00Z,Hesdin,Point(2.036666666 50.374166666),1866-10-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles de Chambrun,19800035/38/4769,1875-02-10T00:00:00Z,Washington,Point(-77.036666666 38.895),1952-11-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles de Dompierre d'Hornoy,LH/788/6,1816-02-24T00:00:00Z,Hornoy-le-Bourg,Point(1.901388888 49.845555555),1901-03-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles de La Croix de Castries,LH/1429/83,1756-05-23T00:00:00Z,Paris,Point(2.351388888 48.856944444),1842-01-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles de Mesnard,LH/1845/8,1769-09-18T00:00:00Z,Luçon,Point(-1.165833333 46.454722222),1842-04-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Charcot,LH/488/9,1867-07-15T00:00:00Z,Neuilly-sur-Seine,Point(2.2675 48.887222222),1936-09-16T00:00:00Z,Borgarfjörður,Point(-22.03378 64.48138)
Jules Chanoine,LH/480/50,1835-12-18T00:00:00Z,Dijon,Point(5.041944444 47.323055555),1915-01-09T00:00:00Z,Baudement,Point(3.776388888 48.575555555)
Louis Lachenal,19800035/77/9515,1921-07-17T00:00:00Z,Annecy,Point(6.129444444 45.899166666),1955-11-25T00:00:00Z,vallée Blanche,Point(6.903480555 45.87605)
Jules Marouzeau,19800035/823/93718,1878-03-20T00:00:00Z,Fleurat,Point(1.678888888 46.240555555),1964-09-27T00:00:00Z,Iteuil,Point(0.311666666 46.488611111)
Honoré Flaugergues,LH/981/19,1755-05-16T00:00:00Z,Viviers,Point(4.688888888 44.482777777),1830-11-26T00:00:00Z,Viviers,Point(4.688888888 44.482777777)
Anatole Le Braz,LH/1520/22,1859-04-02T00:00:00Z,Duault,Point(-3.435277777 48.361111111),1926-03-20T00:00:00Z,Menton,Point(7.499722222 43.774722222)
André Messager,LH/1846/7,1853-12-30T00:00:00Z,Montluçon,Point(2.6025 46.34),1929-02-24T00:00:00Z,17e arrondissement de Paris,Point(2.307838888 48.882244444)
Amélie Beaury-Saurel,LH/1387/64,1848-12-19T00:00:00Z,Barcelone,Point(2.176944444 41.3825),1924-05-30T00:00:00Z,17e arrondissement de Paris,Point(2.307838888 48.882244444)
Victor Segalen,LH/2491/43,1878-01-14T00:00:00Z,Brest,Point(-4.486944444 48.39),1919-05-21T00:00:00Z,Huelgoat,Point(-3.744722222 48.364444444)
Amédée Gastoué,19800035/1481/72024,1873-03-13T00:00:00Z,Paris,Point(2.351388888 48.856944444),1943-06-01T00:00:00Z,Clamart,Point(2.261944444 48.800833333)
Martial Thabard,LH/2583/2,1831-11-13T00:00:00Z,Limoges,Point(1.261666666 45.834444444),1905-12-02T00:00:00Z,Clamart,Point(2.261944444 48.800833333)
Albert Louis Valentin Taviel,LH/2573/28,1767-06-17T00:00:00Z,Saint-Omer,Point(2.260833333 50.748333333),1831-11-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Albert Renaud,19800035/208/27238,1851-07-01T00:00:00Z,6e arrondissement de Paris,Point(2.332233333 48.850530555),1924-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Albert Rigolot,19800035/564/64239,1862-11-28T00:00:00Z,14e arrondissement de Paris,Point(2.326888888 48.833022222),1932-04-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Albert Roussin,LH/2407/36,1821-08-02T00:00:00Z,Brest,Point(-4.486944444 48.39),1896-09-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Albert Sartiaux,LH/2461/77,1845-07-23T00:00:00Z,Le Cateau-Cambrésis,Point(3.541111111 50.105277777),1921-10-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Albert Seydoux,LH/2512/1,1866-10-25T00:00:00Z,Le Cateau-Cambrésis,Point(3.541111111 50.105277777),1918-09-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Albert de Circourt,LH/539/64,1809-06-25T00:00:00Z,Bouxières-aux-Chênes,Point(6.260277777 48.771944444),1895-06-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Albin Mazon,LH/1812/55,1828-10-24T00:00:00Z,Largentière,Point(4.293333333 44.542777777),1908-02-29T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Albin Roussin,LH/2407/38,1781-04-21T00:00:00Z,Dijon,Point(5.041944444 47.323055555),1854-02-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Aldebert de Chambrun,19800035/369/49589,1872-07-23T00:00:00Z,Washington,Point(-77.036666666 38.895),1962-04-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alex Madis,19800035/957/11194,1886-08-27T00:00:00Z,Athènes,Point(23.728055555 37.984166666),1968-07-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre-François-Ferdinand-Guislain-Marie de Bryas,LH/386/65,1781-10-01T00:00:00Z,château de Morialmé,Point(4.566 50.277),1828-05-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre-Louis Leloir,LH/1572/8,1843-03-14T00:00:00Z,Paris,Point(2.351388888 48.856944444),1884-01-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre-Urbain Yvan,LH/2764/88,1765-04-28T00:00:00Z,Toulon,Point(5.930555555 43.125),1839-09-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre-Urbain Yvan,LH/2764/88,1765-04-28T00:00:00Z,Toulon,Point(5.930555555 43.125),1839-12-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre Bachelet,19800035/722/82111,1866-01-06T00:00:00Z,Pas-de-Calais,Point(1.85 50.95),1945-08-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre Colin,LH/563/61,1798-12-05T00:00:00Z,Paris,Point(2.351388888 48.856944444),1875-11-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre Desgoffe,LH/748/32,1805-03-02T00:00:00Z,Paris,Point(2.351388888 48.856944444),1882-07-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre Edmé Pierre Villetard,LH/2721/25,1755-03-28T00:00:00Z,Auxerre,Point(3.566944444 47.7975),1824-03-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre Florent Joseph d'Haubersart,LH/1271/8,1771-01-22T00:00:00Z,Douai,Point(3.079166666 50.370833333),1855-04-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre Georges,LH/1116/24,1850-02-25T00:00:00Z,Arras,Point(2.78 50.289166666),1938-01-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre Hellot,LH/1279/65,1751-12-27T00:00:00Z,Rouen,Point(1.1025 49.443055555),1834-03-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre Guiraud,LH/1247/39,1788-12-24T00:00:00Z,Limoux,Point(2.218611111 43.056944444),1847-02-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre Israël,19800035/1482/72108,1868-11-25T00:00:00Z,Alger,Point(3.058611111 36.776388888),1937-08-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre Labrouste,LH/1420/90,1796-03-04T00:00:00Z,Paris,Point(2.351388888 48.856944444),1866-02-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre Louis du Crest de Villeneuve,LH/827/53,1777-03-08T00:00:00Z,Le Theil-de-Bretagne,Point(-1.429722222 47.919444444),1852-03-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre Maistrasse,19800035/269/35926,1860-12-11T00:00:00Z,8e arrondissement de Paris,Point(2.311111111 48.874166666),1951-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre Maurice Blanc de Lanautte,LH/250/65,1754-04-14T00:00:00Z,Aspres-lès-Corps,Point(5.981666666 44.801944444),1830-07-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre Moreau de Jonnès,LH/1931/4,1778-03-19T00:00:00Z,Rennes,Point(-1.680833333 48.114166666),1870-03-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre Nozal,LH/2007/48,1852-08-07T00:00:00Z,Auteuil,Point(2.2527981 48.8522349),1929-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre Oliva,LH/2013/29,1823-09-04T00:00:00Z,Saillagouse,Point(2.039722222 42.46),1890-02-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre Peyron,LH/2135/9,1823-06-21T00:00:00Z,Marines,Point(1.983611111 49.145),1892-01-09T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles-Pierre-Lubin Griois,LH/1203/34,1772-12-21T00:00:00Z,Besançon,Point(6.021388888 47.242222222),1839-11-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Marie Marvingt,19800035/445/59623,1875-02-20T00:00:00Z,Aurillac,Point(2.439722222 44.925277777),1963-12-14T00:00:00Z,Laxou,Point(6.152222222 48.685555555)
Amédée Courbet,LH/609/72,1827-06-26T00:00:00Z,Abbeville,Point(1.835277777 50.105277777),1885-06-11T00:00:00Z,Magong,Point(119.583333333 23.566666666)
Daniel Brottier,19800035/796/90074,1876-09-07T00:00:00Z,La Ferté-Saint-Cyr,Point(1.674166666 47.656111111),1936-02-28T00:00:00Z,Auteuil,Point(2.266666666 48.85)
Adolphe Billault,LH/239/97,1805-11-12T00:00:00Z,Vannes,Point(-2.761666666 47.655),1863-10-13T00:00:00Z,Basse-Goulaine,Point(-1.4675 47.211666666)
Adolphe Billault,LH/239/97,1805-11-12T00:00:00Z,Vannes,Point(-2.761666666 47.655),1863-10-13T00:00:00Z,Basse-Goulaine,Point(-1.46556 47.21528)
Adolphe Billault,LH/239/97,1805-11-12T00:00:00Z,Vannes,Point(-2.761666666 47.655),1863-10-13T00:00:00Z,Basse-Goulaine,Point(-1.465555555 47.215277777)
Honoré d'Estienne d'Orves,LH/909/31,1901-06-05T00:00:00Z,Verrières-le-Buisson,Point(2.262777777 48.7475),1941-08-29T00:00:00Z,forteresse du Mont-Valérien,Point(2.213313378 48.87282831)
Georges Foucart,19800035/542/62092,1865-12-11T00:00:00Z,Paris,Point(2.351388888 48.856944444),1943-01-01T00:00:00Z,Égypte,Point(29.0 27.0)
Louis Lavelle,19800035/22/2846,1883-07-15T00:00:00Z,Saint-Martin-de-Villeréal,Point(0.820833333 44.643888888),1951-09-01T00:00:00Z,Parranquet,Point(0.813333333 44.657222222)
Amédée Borrel,LH/298/52,1867-08-01T00:00:00Z,Cazouls-lès-Béziers,Point(3.101388888 43.392222222),1936-09-15T00:00:00Z,Cazouls-lès-Béziers,Point(3.101388888 43.392222222)
Robert d'Orléans,LH/2022/5,1840-11-09T00:00:00Z,Paris,Point(2.351388888 48.856944444),1910-12-05T00:00:00Z,Saint-Firmin,Point(6.029166666 44.781388888)
Alexandre Étard,19800035/202/26397,1852-01-06T00:00:00Z,Alençon,Point(0.091944444 48.429722222),1910-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
