leonoreid,images
LH/2636/75,http://commons.wikimedia.org/wiki/Special:FilePath/Truph%C3%A8me%20portrait.jpg
LH/2736/85,http://commons.wikimedia.org/wiki/Special:FilePath/Voisin%2C%20Felix.JPG
LH/306/58,http://commons.wikimedia.org/wiki/Special:FilePath/Fr%C3%A9d%C3%A9ric%20Boucheron00.jpg
LH/334/26,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20D%C3%A9sir%C3%A9%20Gaston%20Bourret-photographie.jpg
LH/508/30,http://commons.wikimedia.org/wiki/Special:FilePath/Arc%20de%20Triomphe%20mg%206847.jpg
LH/589/93,http://commons.wikimedia.org/wiki/Special:FilePath/Felix%20Cordo%C3%ABn.jpg
LH/675/46,http://commons.wikimedia.org/wiki/Special:FilePath/Gendarmes%20de%20la%20garde.png
LH/675/47,http://commons.wikimedia.org/wiki/Special:FilePath/Gendarmes%20de%20la%20garde.png
LH/691/15,http://commons.wikimedia.org/wiki/Special:FilePath/Pressense%2C%20Francis%20Dehault%20de.jpg
LH/790/48,http://commons.wikimedia.org/wiki/Special:FilePath/Donzelot%20par%20Dutertre.jpg
LH/887/9,http://commons.wikimedia.org/wiki/Special:FilePath/Franciade%20Fleurus%20Duvivier.JPG
LH/920/1,http://commons.wikimedia.org/wiki/Special:FilePath/Gorges%20fabre.jpg
LH/951/24,http://commons.wikimedia.org/wiki/Special:FilePath/CFP%20Febvre%20%282%29.jpg
LH/997/85,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Forestier%201838%201905.jpg
LH/2136/24,http://commons.wikimedia.org/wiki/Special:FilePath/Peyrouton%2C%20Abel%20%28phot.%20Bacard%20fils%29.jpg
LH/1327/53,http://commons.wikimedia.org/wiki/Special:FilePath/Edmond%20de%20Goncourt%20by%20Nadar%20c1877.jpg
LH/1383/33,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Jousselin%20%281776-1858%29.%20Ingeniero.jpg
LH/2785/30,http://commons.wikimedia.org/wiki/Special:FilePath/Dominique%20Joseph%20Garet%20Cadet%20%281749-1833%29.jpg
LH/1187/3,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Grandeau%20%281834-1911%29%2C%20agronome.jpg
LH/1198/52,http://commons.wikimedia.org/wiki/Special:FilePath/AduC%20217%20Grenier%20%28Paul%2C%20comte%20de%2C%201768-1827%29.JPG
LH/1352/51,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%20%D0%96%D0%B0%D0%BD%D0%B5%D0%BD.JPG
LH/2668/26,http://commons.wikimedia.org/wiki/Special:FilePath/Renoir%20of%20Louis%20Valtat%20c1904.jpg
LH/371/24,http://commons.wikimedia.org/wiki/Special:FilePath/Broglie%2C%20Louis%20Alphonse%20Victor.jpg
LH/1489/114,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Lasegue.jpg
LH/2326/42,http://commons.wikimedia.org/wiki/Special:FilePath/Philippe%20Ricord%20by%20Etienne%20Carjat.jpg
LH/2746/60,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard%20Vuillard%2C%20David%20David-Weill%2C%201925.jpg
19800035/231/30635,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Gadeau%20de%20Kerville%20en%201884%20%2826%20ans%29.JPG
19800035/245/32598,http://commons.wikimedia.org/wiki/Special:FilePath/Henri-Eug%C3%A8ne%20Delacroix.JPG
19800035/773/87563,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20en%20pied%20de%20Henri%20Manuel%20%281874-1947%29.jpg
LH/1347/59,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20jadart%20portrai%20t%20par%20jules%20matot%201s%C3%A9rie.jpg
LH/186/66,http://commons.wikimedia.org/wiki/Special:FilePath/Baron%20g%C3%A9n%C3%A9ral%20henri%20berge%20le%20progres.jpg
LH/1935/59,http://commons.wikimedia.org/wiki/Special:FilePath/Hippolyte%20Morestin.jpg
LH/2383/73,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9n%C3%A9ral%20Hippolyte%20Marie%20Guillaume%20de%20Rosnyvinen%20Comte%20de%20Pir%C3%A9.jpg
LH/2397/23,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Roujon%201912.jpg
LH/244/72,http://commons.wikimedia.org/wiki/Special:FilePath/SERRUR%20Portrait%20Hippolyte%20Bis.jpg
LH/2497/18,http://commons.wikimedia.org/wiki/Special:FilePath/Hippolyte%20Victor%20Valentin%20Sebron%201801%201879-2.jpg
LH/2638/84,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Am%C3%A9d%C3%A9e%20Mercure%20de%20Turenne%20d%27Aynac%20%281776-1852%29.jpg
LH/2753/37,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Welschinger-1909%20%28cropped%29.jpg
LH/316/86,http://commons.wikimedia.org/wiki/Special:FilePath/Henri-Georges%20Boulay%20de%20La%20Meurthe%20%281797-1858%29.jpg
LH/581/10,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%2C%20Henri%2C%20Alexandre%20CONNEAU.jpg
LH/1286/42,http://commons.wikimedia.org/wiki/Special:FilePath/Lieutenant-colonel%20Henry.jpg
LH/1391/74,http://commons.wikimedia.org/wiki/Special:FilePath/Jurien%20de%20la%20Gravi%C3%A8re%20BNF%20Gallica.png
LH/1646/30,http://commons.wikimedia.org/wiki/Special:FilePath/Felia%20Litvinne.jpg
LH/1733/41,http://commons.wikimedia.org/wiki/Special:FilePath/ETH-BIB-Marcou%2C%20Jules%20%281824-1898%29-Portrait-Portr%2009635.tif%20%28cropped%29.jpg
LH/1811/36,http://commons.wikimedia.org/wiki/Special:FilePath/%C5%9Aw.%20Eugeniusz%20de%20Mazenod.jpg
LH/1823/23,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Catulle%20Mend%C3%A8s.jpg
LH/2574/4,http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A9on%20Teisserenc%20de%20Bort.jpg
LH/2635/26,http://commons.wikimedia.org/wiki/Special:FilePath/GustaveTrouv%C3%A9.jpg
LH/499/17,http://commons.wikimedia.org/wiki/Special:FilePath/Philarete%20Chasles.jpg
19800035/895/4745,http://commons.wikimedia.org/wiki/Special:FilePath/Lapaire-en-berrichon.jpg
LH/356/76,http://commons.wikimedia.org/wiki/Special:FilePath/Br%C3%A9mond%2C%20F%C3%A9lix.jpg
19800035/1181/36721,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Patureau-Mirand.jpg
19800035/126/15927,http://commons.wikimedia.org/wiki/Special:FilePath/Image%20aman-jean%20edmond%20amand%20edmond%20jean%20dit%20portrait%20du%20sculpteur%20jean%20dampt%20pdut1461%20586564.jpg
19800035/1276/47103,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Beauverie.jpg
19800035/1418/63862,http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20Flandrin%20autoportait.jpg
19800035/1443/67008,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Rodhain%20%281951%29.png
19800035/249/33151,http://commons.wikimedia.org/wiki/Special:FilePath/Val%C3%A8re%20Bernard%20-%20Jean-Baptiste%20Olive.jpg
19800035/29/3663,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Maridor.jpg
19800035/319/43059,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Loste%201917.jpg
19800035/452/60494,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20dornis%20par%20La%20Gandara.jpg
19800035/705/80407,http://commons.wikimedia.org/wiki/Special:FilePath/Julien%20Racamond%20en%201936.jpg
19800035/667/76689,http://commons.wikimedia.org/wiki/Special:FilePath/Yeo-Thomas%20Frederick.jpg
19800035/1080/24192,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste%20Molini%C3%A9.png
19800035/1234/42380,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Quentin.jpg
19800035/1240/43122,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Le%20Cour%20Grandmaison.jpg
19800035/1396/61418,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-beguin-billecocq.jpg
19800035/1439/66523,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques%20Bounin%20%281939%29.png
19800035/1463/69139,http://commons.wikimedia.org/wiki/Special:FilePath/Toile%20de%20Jean%20Coraboeuf%20repr%C3%A9sentant%20l%27historien%20Louis%20Duchesne%20%281843-1922%29%2C%20dat%C3%A9e%20de%201912..jpg
19800035/355/47730,http://commons.wikimedia.org/wiki/Special:FilePath/Lorient%20-%20rue%20Jean%20Le%20Coutaller%20-%20plaque%20de%20rue.jpg
19800035/379/50929,http://commons.wikimedia.org/wiki/Special:FilePath/Au%20Salon%2C%20C%C3%A9cile%20Sorel%20et%20le%20peintre%20Domergue%20-%20%28photographie%20de%20presse%29%20-%20Agence%20Meurisse.jpg
19800035/559/63732,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Mazel%20by%20Jean%20Veber.jpg
19800035/796/90136,http://commons.wikimedia.org/wiki/Special:FilePath/Vergeaud-Selfportrait.jpg
19800035/847/96963,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20de%20nadaillac.jpeg
LH/1096/37,http://commons.wikimedia.org/wiki/Special:FilePath/Gauthier-Villars%2C%20Jean-Albert%2C%20Nadar%2C%20Gallica.jpg
LH/1123/43,http://commons.wikimedia.org/wiki/Special:FilePath/Cathedrale%20St%20Etienne%20Toulouse%20-Jean%20Augustin%20Germain%20-%20Buste%20PM31001539.jpg
LH/1213/45,http://commons.wikimedia.org/wiki/Special:FilePath/Julien%20Guadet%20par%20Pourchet.jpg
LH/1228/29,http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20Guichard%20-%20photo%20Henri%20Manuel.png
LH/1278/57,http://commons.wikimedia.org/wiki/Special:FilePath/12-8-25%2C%20conseil%20des%20ministres%2C%20d%C3%A9part%20de%20M.%20Painlev%C3%A9%2C%20M.%20Heilbronner%20%28i.e.%20Helbronner%29.jpg
LH/1365/27,http://commons.wikimedia.org/wiki/Special:FilePath/Mgr%20de%20Jerphanion%2C%20%C3%A9v%C3%AAque%20de%20Saint-Di%C3%A9%20puis%20archev%C3%AAque%20d%27Albi.jpg
LH/140/14,http://commons.wikimedia.org/wiki/Special:FilePath/Baudichon%20XIXe%20article%20Pierre%20Poille%20SAT%201995.jpg
LH/1462/33,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9n%C3%A9ral%20Joseph%20%C3%89douard%20de%20La%20Motte-Rouge.jpg
LH/150/23,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20Jean-Baptiste%20Lecat%20de%20Bazancourt.jpg
LH/161/39,http://commons.wikimedia.org/wiki/Special:FilePath/Jules-Auguste%20B%C3%A9clard.jpg
LH/164/16,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques%20Begougne%20de%20Juniac%2C%20colonel%20du%201er%20hussards.jpg
LH/1645/48,http://commons.wikimedia.org/wiki/Special:FilePath/Lisch%20Juste.jpg
LH/1680/51,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Mac%C3%A9.jpg
LH/1724/56,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20pierre%20casimir%20de%20marcassus%2C%20louis%20marie%20de%20lascure%2C%201824.JPG
LH/1766/49,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20Jacques%20David%20Martin%2C%20baron%20de%20Campredon.jpg
LH/1816/48,http://commons.wikimedia.org/wiki/Special:FilePath/M%C3%A8ge%2C%20Jacques%20Philippe.jpg
LH/1875/40,http://commons.wikimedia.org/wiki/Special:FilePath/Milbert-par-Rouillard.jpg
LH/1908/29,http://commons.wikimedia.org/wiki/Special:FilePath/046%20Portrait%20de%20James%20de%20Kerjegu%20%281893%29.JPG
LH/1912/12,http://commons.wikimedia.org/wiki/Special:FilePath/Monprofit.jpg
LH/2021/40,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9n%C3%A9ral%20Pierre-Jacques%20Orillard%20de%20Villemanzy.jpg
LH/2030/7,http://commons.wikimedia.org/wiki/Special:FilePath/JulesOzenne.jpg
LH/2059/54,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Louis%20Pascal.jpg
LH/2071/15,http://commons.wikimedia.org/wiki/Special:FilePath/Mgr%20Paulinier.jpg
LH/2118/31,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Pierre%20Pescatore%20%28tableau%29.jpg
LH/218/1,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Bertrand.png
LH/2184/3,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph-Fran%C3%A7ois%20Poeymirau%20%281919%29.jpg
LH/2240/16,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Puniet%20de%20Montfort.jpeg
LH/2247/24,http://commons.wikimedia.org/wiki/Special:FilePath/CFP%20Quesnay%20de%20Beaurepaire.jpg
LH/2281/1,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20R%C3%A9camier.jpg
LH/229/39,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste%20Bevi%C3%A8re.jpg
LH/2300/21,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Gaspard%20Pascal%20Ren%C3%A9.jpg
LH/2324/39,http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20Rich%C3%A9.JPG
LH/2394/18,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Gr%C3%A9goire%20Barth%C3%A9lemy%20Rouger%20de%20Laplane.jpg
LH/242/52,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Martial%20Bineau.jpg
LH/256/7,http://commons.wikimedia.org/wiki/Special:FilePath/JB%20Antoine%20Blatin.jpg
LH/2561/39,http://commons.wikimedia.org/wiki/Special:FilePath/JULES%20TASCHEREAU.jpg
LH/2605/2,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Thurel%201788%20%281804%29%2C%20par%20Antoine%20Vestier.jpg
LH/2702/17,http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20Veyrassat.png
LH/2704/7,http://commons.wikimedia.org/wiki/Special:FilePath/Colonel%20vialla.JPG
LH/2720/54,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-baptiste%20de%20villeneuve-bargemon.JPG
LH/2746/40,http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20Watteeuw.JPG
LH/2793/164,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9n%C3%A9ral%20JEAN%20VICTOR%20THARREAU%20%281767-1812%29.jpg
LH/28/95,http://commons.wikimedia.org/wiki/Special:FilePath/PORTRAIT%20DU%20GENERAL%20JOACHIM%20AMBERT%20%28VERS%201880%29.jpg
LH/309/62,http://commons.wikimedia.org/wiki/Special:FilePath/Mgr%20Boudinet.png
LH/341/95,http://commons.wikimedia.org/wiki/Special:FilePath/Exposition%20universelle%20de%201900%20-%20portraits%20des%20commissaires%20g%C3%A9n%C3%A9raux-Joseph-Antoine%20Bouvard.jpg
LH/343/13,http://commons.wikimedia.org/wiki/Special:FilePath/JBJBouvier1.JPG
LH/347/34,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Louis%20Boyer.png
LH/378/37,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9n%C3%A9ral%20Brug%C3%A8re.jpg
LH/401/44,http://commons.wikimedia.org/wiki/Special:FilePath/Abbaye-%C3%A9cole%20de%20Sor%C3%A8ze%20-%20Joseph%20Cachin.jpg
LH/409/22,http://commons.wikimedia.org/wiki/Special:FilePath/Armes%20du%20baron%20Jean-Chrysost%C3%B4me%20Cal%C3%A8s%20et%20de%20l%27Empire.jpg
LH/415/91,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20Jacques%20David%20Martin%2C%20baron%20de%20Campredon.jpg
LH/429/85,http://commons.wikimedia.org/wiki/Special:FilePath/Monseigneur%20Carm%C3%A9n%C3%A9.jpg
LH/439/35,http://commons.wikimedia.org/wiki/Special:FilePath/Casabianca.jpg
LH/455/46,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Jules%20Cavalier.jpg
LH/460/19,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste%20Cecille.jpg
LH/475/1,http://commons.wikimedia.org/wiki/Special:FilePath/J%C3%A9r%C3%B4me-Paul%20de%20Nomp%C3%A8re%20de%20Champagny.jpg
LH/487/33,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Claude%20Marie%20Charbonnel%20%281775-1846%29.jpg
LH/549/50,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20Jacques-Val%C3%A8re%20Cl%C3%A9ment.jpg
LH/588/28,http://commons.wikimedia.org/wiki/Special:FilePath/Lieutenant-g%C3%A9n%C3%A9ral%20Corbineau.jpg
LH/596/68,http://commons.wikimedia.org/wiki/Special:FilePath/Cosmao%20Mayer.jpg
LH/643/37,http://commons.wikimedia.org/wiki/Special:FilePath/Contre%20amiral%20Jacques%20Philippe%20CUVILLIER.JPG
LH/483/23,http://commons.wikimedia.org/wiki/Special:FilePath/Antoine%20Pierre%20Joseph%20de%20la%20Chapelle%20de%20Saint-Jean%20de%20Jumilhac.jpg
LH/551/26,http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Clerc%20%28escacs%29.jpg
LH/551/34,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9n%C3%A9ral%20Antoine%20CLERC%20%281774-1846%29.jpg
LH/589/97,http://commons.wikimedia.org/wiki/Special:FilePath/Lille%20PdBA%20story%20cordonnier.JPG
LH/595/49,http://commons.wikimedia.org/wiki/Special:FilePath/Andr%C3%A9-Philippe%20Corsin.jpg
LH/687/20,http://commons.wikimedia.org/wiki/Special:FilePath/Deffis.JPG
LH/758/7,http://commons.wikimedia.org/wiki/Special:FilePath/Alexandre%20Desrousseaux%202.jpg
LH/773/50,http://commons.wikimedia.org/wiki/Special:FilePath/Ambroise%20Firmin%20Didot.jpg
LH/776/74,http://commons.wikimedia.org/wiki/Special:FilePath/Vill%C3%A8le.jpg
LH/1005/71,http://commons.wikimedia.org/wiki/Special:FilePath/Alphonse-Gabriel%20Foucault.png
LH/1083/39,http://commons.wikimedia.org/wiki/Special:FilePath/BONNEFOY%281897%29%20p4.095%20GASQUET%20%28Louis-Am%C3%A9d%C3%A9e-Ulysse%29.jpg
LH/1116/24,http://commons.wikimedia.org/wiki/Special:FilePath/Alexandre%20Georges%201903.jpg
LH/827/53,http://commons.wikimedia.org/wiki/Special:FilePath/Alexandre%20ducrest%20de%20villeneuve.jpg
LH/1151/46,http://commons.wikimedia.org/wiki/Special:FilePath/Girod%20de%20l%27Ain%2C%20pr%C3%A9fet%20de%20police.jpg
LH/1171/31,http://commons.wikimedia.org/wiki/Special:FilePath/Alphonse%20gosset%20m94.jpg
LH/875/52,http://commons.wikimedia.org/wiki/Special:FilePath/Antoine%20Simon%20Durrieu.jpg
LH/1175/47,http://commons.wikimedia.org/wiki/Special:FilePath/Alexandre%20Go%C3%BCin%20-%201792-1872.jpg
LH/875/60,http://commons.wikimedia.org/wiki/Special:FilePath/Antoine%20Simon%20Durrieu.jpg
LH/1243/11,http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Guillou.%201879%20portrait.jpg
LH/983/10,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Tour%20du%20monde-06-p077.jpg
LH/1247/39,http://commons.wikimedia.org/wiki/Special:FilePath/Alexandre%20Guiraud.jpg
LH/1302/38,http://commons.wikimedia.org/wiki/Special:FilePath/Abraham%20Hirsch.jpg
LH/135/33,http://commons.wikimedia.org/wiki/Special:FilePath/Batbie%2C%20Anselme%20Polycarpe.jpg
LH/139/74,http://commons.wikimedia.org/wiki/Special:FilePath/Antoine%20Beaudemoulin%201914.jpg
LH/1449/49,http://commons.wikimedia.org/wiki/Special:FilePath/Adolphe%20Lalauze.png
LH/1461/69,http://commons.wikimedia.org/wiki/Special:FilePath/Alphonse%20lamotte%20par%20alphee%20dubois.jpg
LH/1489/109,http://commons.wikimedia.org/wiki/Special:FilePath/Fantin-Latour%20Autour%20du%20piano.jpg
LH/1496/79,http://commons.wikimedia.org/wiki/Special:FilePath/Ambroise%20Tardieu08.jpg
LH/1616/35,http://commons.wikimedia.org/wiki/Special:FilePath/Alexis%20de%20Lespinay2.jpg
LH/1658/30,http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Loreau.jpeg
LH/1691/28,http://commons.wikimedia.org/wiki/Special:FilePath/Photographie%20d%27Albert%20Maignan.jpg
LH/1695/47,http://commons.wikimedia.org/wiki/Special:FilePath/Adrien-de-Mailly.jpg
LH/174/41,http://commons.wikimedia.org/wiki/Special:FilePath/Belot%2C%20Adolphe%2C%20par%20Etienne%20Carjat%2C%20BNF%20Gallica.jpg
LH/1774/16,http://commons.wikimedia.org/wiki/Special:FilePath/A.Mas%20%281817-1875%29.jpg
LH/1918/68,http://commons.wikimedia.org/wiki/Special:FilePath/Elisabeth-Pierre%2C%20comte%20de%20Montesquiou-F%C3%A9zensac.jpg
LH/1994/4,http://commons.wikimedia.org/wiki/Special:FilePath/Disd%C3%A9ri%20-%20Le%20duc%20de%20Mouchy%20%28vers%201857%29.png
LH/2007/48,http://commons.wikimedia.org/wiki/Special:FilePath/Alexandre%20Nozal%20vers%201885.jpg
LH/2036/39,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20de%20Paillet%20Alphonse%20%C3%A0%20Soissons.jpg
LH/2264/49,http://commons.wikimedia.org/wiki/Special:FilePath/Antoine-Guillaume%20Rampon.jpg
LH/2436/34,http://commons.wikimedia.org/wiki/Special:FilePath/De%20SAINT-GERMAIN%20Adolphe.jpg
LH/2455/5,http://commons.wikimedia.org/wiki/Special:FilePath/Sanson%2C%20Andr%C3%A9%20%28B%C3%A9rot%2C%201865%29.png
LH/256/29,http://commons.wikimedia.org/wiki/Special:FilePath/Aim%C3%A9%20Blavier.jpg
LH/2567/3,http://commons.wikimedia.org/wiki/Special:FilePath/Alexis%20Paul%20Michel%20Tanneguy%20Le%20Veneur%20de%20Tilli%C3%A8res.jpg
LH/2574/58,http://commons.wikimedia.org/wiki/Special:FilePath/Alphonse%20Tellier.jpg
LH/269/89,http://commons.wikimedia.org/wiki/Special:FilePath/Armoiries%20de%20Andr%C3%A9%20du%20Bois%20de%20La%20Villerabel.JPG
LH/435/49,http://commons.wikimedia.org/wiki/Special:FilePath/Bellemare%2C%20Adrien%20Alexandre%20Adolphe%2C%20g%C3%A9n%C3%A9ral%20de%2C%20Gallica%2C%20Nadar.jpg
LH/452/6,http://commons.wikimedia.org/wiki/Special:FilePath/Arcissedecaumont.jpg
LH/483/56,http://commons.wikimedia.org/wiki/Special:FilePath/Abbe%20Jules%20Chaperon%20aumonier%20militaire.jpg
LH/661/75,http://commons.wikimedia.org/wiki/Special:FilePath/Alphonse%20Darlu%20vers%201882%20pf.jpg
LH/701/68,http://commons.wikimedia.org/wiki/Special:FilePath/Adolphe%20Delapalme.jpg
LH/710/22,http://commons.wikimedia.org/wiki/Special:FilePath/Alexis%20de%20Lespinay2.jpg
LH/745/50,http://commons.wikimedia.org/wiki/Special:FilePath/Adolphe%20D%C3%A9chenaud.jpg
LH/845/63,http://commons.wikimedia.org/wiki/Special:FilePath/Andr%C3%A9%20Dumont%20%281764-1838%29.jpg
LH/891/20,http://commons.wikimedia.org/wiki/Special:FilePath/Alfred-edwards.jpg
LH/958/35,http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Fernique.jpg
LH/1913/27,http://commons.wikimedia.org/wiki/Special:FilePath/Acta%20Horti%20berg.%20-%201905%20-%20tafl.%20141.%20-%20Pierre%20Camille%20Montagne.jpg
LH/1913/28,http://commons.wikimedia.org/wiki/Special:FilePath/Acta%20Horti%20berg.%20-%201905%20-%20tafl.%20141.%20-%20Pierre%20Camille%20Montagne.jpg
LH/738/3,http://commons.wikimedia.org/wiki/Special:FilePath/Hartwig%20Derenbourg.jpg
19800035/0310/41814,http://commons.wikimedia.org/wiki/Special:FilePath/Marquis%20de%20Nieuil.png
LH/1158/15,http://commons.wikimedia.org/wiki/Special:FilePath/Benjamin%20Godard%2001.jpg
LH/1517/30,http://commons.wikimedia.org/wiki/Special:FilePath/Buste%20de%20Claude%20Lebois%20%281845-1919%29%20au%20lyc%C3%A9e%20de%20Saint-Chamond.jpg
LH/1502/64,http://commons.wikimedia.org/wiki/Special:FilePath/Laurent-Athalin%2C%20Gaston-Marie%20%28phot.%20Antoine%20Meyer%29.jpeg
19800035/240/31838,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Vallot.jpg
LH/2096/57,http://commons.wikimedia.org/wiki/Special:FilePath/Fr%C3%A8res%20pereire.jpg | http://commons.wikimedia.org/wiki/Special:FilePath/Isaac%20pereire.tiff
LH/582/80,http://commons.wikimedia.org/wiki/Special:FilePath/Constantin%20d%27Aix.jpg
