leonoreid,metier
LH/1964/19,personnalité politique
LH/54/49,haut fonctionnaire
19800035/54/6569,haut fonctionnaire
LH/240/64,haut fonctionnaire
LH/1595/49,graveur
LH/1595/49,illustrateur
19800035/25/3216,illustrateur
LH/1807/64,illustrateur
LH/1301/34,géographe
LH/1678/64,acoustique
LH/32/45,peintre
LH/876/16,peintre
LH/1572/11,peintre
LH/1595/49,peintre
19800035/25/3216,peintre
LH/1807/64,peintre
LH/2288/22,personnalité politique
LH/486/2,personnalité politique
19800035/119/15015,personnalité politique
LH/641/17,personnalité politique
LH/731/67,personnalité politique
19800035/1304/50598Bis,personnalité politique
LH/1056/45,personnalité politique
LH/1097/17,personnalité politique
LH/1157/77,personnalité politique
LH/1500/7,personnalité politique
LH/2788/95,personnalité politique
19800035/188/24439,personnalité politique
LH/1511/88,personnalité politique
19800035/741/84177,personnalité politique
LH/1715/21,personnalité politique
LH/2026/36,personnalité politique
19800035/1217/40560,personnalité politique
19800035/206/27031,personnalité politique
LH/2079/74,personnalité politique
LH/1528/3,sculpteur
19800035/554/63262,sculpteur
LH/168/59,agronome
LH/667/54,souffleur de verre
LH/1595/49,artiste graphique
LH/397/70,journaliste
LH/856/8,journaliste
LH/1099/43,journaliste
LH/1125/66,journaliste
LH/1328/20,physicien
19800035/93/11652,mathématicien
LH/1347/59,bibliothécaire
19800035/1231/41943,juriste
LH/1590/16,officier
LH/1899/59,officier
19800035/1404/62218,aviateur
19800035/1404/62218,vitrailliste
19800035/1473/70645,diplomate
LH/1670/43,diplomate
LH/963/37,diplomate
LH/1834/45,diplomate
19800035/370/49710,archéologue
LH/667/54,verrier
LH/1130/85,officier de la Marine française
LH/180/26,médecin militaire
LH/180/24,médecin militaire
LH/397/70,critique littéraire
LH/168/59,soldat
LH/1441/26,soldat
LH/852/30,juriste
19800035/1440/66695,historien
LH/1593/5,historien
19800035/1277/47257,historien
19800035/686/78552,économiste
LH/930/1,économiste
LH/89/18,industriel
LH/100/63,industriel
LH/2661/17,officier de marine
LH/1548/75,officier de marine
LH/1488/52,inventeur
19800035/586/66461,officier
LH/1477/69,officier
LH/2475/12,officier
LH/1840/3,officier
LH/416/86,officier
LH/389/88,officier
LH/2679/40,officier
LH/221/50,officier
19800035/116/14674,officier
LH/1665/50,officier
LH/519/44,officier
LH/1534/81,officier
LH/1851/13,officier
LH/251/13,graveur
LH/1595/49,dessinateur
19800035/559/63732,dramaturge
LH/833/43,officier
LH/759/67,officier
LH/1916/61,officier
LH/1151/45,officier
LH/156/26,officier
LH/173/31,officier
19800035/293/39429,prêtre catholique
19800035/370/49710,épigraphiste
19800035/25/3216,lithographe
19800035/188/24435,traducteur
19800035/977/13268,traducteur
19800035/370/49710,latiniste
LH/2336/15,écrivain
LH/876/49,écrivain
LH/54/22,écrivain
LH/1305/56,géologue
LH/1328/20,géologue
LH/2176/20,pharmacien
LH/725/17,mathématicien
LH/290/19,haut fonctionnaire
19800035/0346/46511,chanteur
LH/1593/5,archiviste
LH/824/11,juriste
19800035/130/16499,illustrateur
LH/1855/61,illustrateur
LH/910/54,diplomate
LH/1297/73,compositeur
LH/860/61,compositeur
LH/297/18,officier
19800035/93/11652,astrophysicien
LH/200/31,diplomate
LH/1153/22,banquier
LH/1175/71,banquier
19800035/406/54323,banquier
LH/941/57,magistrat
LH/82/67,magistrat
LH/824/11,diplomate
LH/1472/42,diplomate
LH/21/75,soldat
19800035/206/27067,historien
LH/519/44,historien
19800035/1479/71671,géographe
LH/480/27,militaire
LH/480/27,militaire
LH/2758/26,militaire
LH/1042/69,militaire
LH/1454/19,militaire
LH/1489/83,militaire
LH/1489/83,militaire
LH/246/1,naturaliste
LH/1245/29,peintre
19800035/813/92502,peintre
19800035/200/26191,historien
19800035/462/61794,historien
LH/1500/7,historien
LH/1681/76,historien
LH/2177/46,prêtre catholique
LH/379/60,prêtre catholique
LH/379/59,prêtre catholique
19800035/1004/16049,photographe
LH/153/21,écrivain
19800035/1181/36770,professeur d'université
19800035/188/24435,professeur d'université
LH/1744/4,professeur d'université
LH/54/22,poète
LH/2720/52,haut fonctionnaire
LH/385/46,procureur
19800035/932/8643,enseignant
19800035/167/21535,dramaturge
LH/1145/59,ingénieur
LH/1505/14,ingénieur
LH/1505/14,ingénieur
LH/2533/53,ingénieur
LH/2095/49,ingénieur
LH/285/18,peintre
19800035/758/85951,peintre
19800035/977/13268,orientaliste
LH/156/75,médecin
LH/264/63,médecin
LH/486/61,médecin
LH/581/10,médecin
19800035/1276/47113,prêtre catholique
19800035/883/3596,journaliste
19800035/256/34096,journaliste
19800035/1016/17450,journaliste
19800035/559/63732,journaliste
19800035/1255/44801,as de l'aviation
19800035/883/3596,directeur de théâtre
LH/1305/56,cartographe
LH/128/52,théologien
LH/2177/46,théologien
LH/2324/70,traducteur
19800035/1113/27502,sculpteur
LH/1652/23,zoologiste
LH/385/46,préfet
19800035/391/52466,égyptologue
19800035/135/17044,géologue
LH/2195/24,haut fonctionnaire
LH/1576/40,haut fonctionnaire
19800035/941/9569,haut fonctionnaire
19800035/686/78552,journaliste
LH/1825/5,journaliste
19800035/391/52466,paléontologue
19800035/175/22639,avocat
19800035/133/16866,auteur de bande dessinée
19800035/1181/36770,physiologiste
LH/260/49,architecte
19800035/141/17879,architecte
19800035/1004/16049,architecte
LH/765/68,architecte
LH/480/27,personnalité politique
LH/480/27,personnalité politique
19800035/910/6256,personnalité politique
LH/1147/16,personnalité politique
LH/1147/16,personnalité politique
LH/857/29,personnalité politique
LH/1505/14,personnalité politique
LH/1505/14,personnalité politique
LH/2533/53,personnalité politique
LH/1454/19,personnalité politique
LH/876/49,personnalité politique
LH/54/22,personnalité politique
LH/1185/22,personnalité politique
LH/1489/83,personnalité politique
LH/1489/83,personnalité politique
LH/1681/76,archiviste
LH/1075/58,officier de la Marine française
LH/1593/5,archéologue
19800035/586/66461,aviateur
LH/714/71,aviateur
LH/1022/14,illustrateur
LH/1681/76,conservateur
19800035/130/16499,caricaturiste
LH/1855/61,caricaturiste
LH/1022/14,affichiste
LH/1972/54,auteur-compositeur
19800035/133/16866,botaniste
LH/2664/31,conseiller juridique
LH/1369/77,conseiller général
19800035/1016/17450,critique littéraire
LH/1744/4,philosophe
19800035/1086/24765,personnalité du monde des affaires
19800035/626/72470,peintre
19800035/1001/15813,peintre
LH/1022/14,peintre
LH/1696/8,peintre
19800035/1432/65754,peintre
19800035/741/84177,avoué
LH/305/40,verrier
LH/1179/41,entomologiste
LH/2638/84,militaire
LH/205/9,militaire
19800035/375/50346,militaire
LH/544/28,militaire
19800035/102/12866,militaire
19800035/1016/17450,journaliste d'opinion
19800035/1479/71671,alpiniste
19800035/206/27067,médiéviste
LH/782/24,magistrat
LH/519/44,sous-préfet
19800035/260/34716,chirurgien-dentiste
19800035/1181/36770,résistant
19800035/93/11652,résistant
LH/128/52,philosophe
19800035/133/16866,auteur de littérature pour la jeunesse
LH/1369/77,conseiller municipal
LH/1702/6,administrateur colonial
19800035/1016/17450,historien de la littérature
LH/473/28,soldat
LH/153/21,poète
19800035/279/37368,poète
19800035/681/78039,acteur
LH/930/1,industriel
19800035/941/9569,pédagogue
19800035/760/86262,écrivain
LH/2542/11,écrivain
LH/1077/8,écrivain
LH/624/82,sculpteur
LH/1022/14,sculpteur
LH/2330/72,officier de marine
LH/1825/5,mémorialiste
LH/675/84,ingénieur
19800035/543/62101,professeur d'université
19800035/941/9569,résistant
19800035/206/27045,photographe
LH/1299/25,agronome
LH/859/34,médecin
LH/861/22,astronome
LH/902/45,bibliophile
LH/714/71,résistant
LH/1487/69,historien de l'art
19800035/1163/32884,acteur
LH/1500/7,journaliste
LH/219/1,professeur
LH/526/101,professeur
19800035/0346/46511,acteur de théâtre
19800035/124/15605,avocat
19800035/1357/57123,avocat
LH/386/43,avocat
LH/2368/76,écrivain
LH/1688/33,écrivain
19800035/723/82222,écrivain
19800035/0346/46511,répétiteur vocal
LH/988/53,botaniste
LH/2176/20,botaniste
LH/857/29,entrepreneur
19800035/200/26191,érudit classique
19800035/284/38049,personnalité du monde des affaires
LH/2331/30,personnalité du monde des affaires
LH/2397/69,personnalité du monde des affaires
LH/501/77,personnalité politique
LH/501/77,personnalité politique
19800035/848/97101,personnalité politique
LH/2638/84,personnalité politique
19800035/803/91136,personnalité politique
LH/86/84,personnalité politique
19800035/54/6585,personnalité politique
LH/91/54,personnalité politique
19800035/1129/29382,personnalité politique
LH/276/27,personnalité politique
19800035/1076/23807,personnalité politique
19800035/175/22639,personnalité politique
LH/2324/70,gynécologue
19800035/0346/46511,artiste lyrique
LH/1145/59,physicien
LH/382/14,personnalité politique
LH/393/10,personnalité politique
LH/652/53,personnalité politique
LH/427/36,personnalité politique
LH/469/53,personnalité politique
19800035/244/32481,personnalité politique
LH/525/74,personnalité politique
LH/569/30,personnalité politique
LH/581/10,personnalité politique
19800035/726/82548,personnalité politique
19800035/930/8356,personnalité politique
LH/597/13,personnalité politique
19800035/216/28332,personnalité politique
19800035/868/2013,personnalité politique
LH/2176/20,entomologiste
LH/1042/69,ingénieur militaire
LH/1379/11,ingénieur militaire
LH/151/21,compositeur
LH/1145/59,mathématicien
LH/369/90,mathématicien
LH/1379/11,mathématicien
LH/213/59,mathématicien
LH/1341/65,militaire
LH/542/32,militaire
LH/542/30,militaire
19800035/1230/41830,militaire
19800035/43/5383,militaire
LH/2555/66,militaire
LH/434/59,militaire
LH/384/31,militaire
19800035/723/82222,enseignant
19800035/543/62101,archéologue
LH/1056/45,maître de forges
LH/1022/14,auteur de littérature pour la jeunesse
LH/922/16,médecin
LH/2581/4,médecin
LH/462/1,médecin
LH/731/67,industriel
LH/1511/88,industriel
LH/1994/40,industriel
LH/860/61,chanteur
LH/2288/22,officier de marine
LH/803/77,collectionneur d'œuvres d'art
LH/1174/11,collectionneur d'œuvres d'art
19800035/135/17044,malacologiste
LH/1972/54,chansonnier
LH/857/29,économiste
LH/1379/11,actuaire
LH/2324/70,urologue
19800035/614/69285,résistant
LH/1299/25,professeur
19800035/188/24439,fondeur
LH/480/27,officier
LH/480/27,officier
LH/2758/26,officier
LH/2292/52,officier
LH/1042/69,officier
LH/1147/16,officier
LH/1147/16,officier
LH/1454/19,officier
LH/1822/24,acteur
LH/1972/54,goguettier
19800035/830/94709,avocat
LH/861/22,avocat
LH/852/26,avocat
LH/648/111,écrivain
19800035/124/15605,personnalité politique
19800035/1356/57010,personnalité politique
19800035/1357/57123,personnalité politique
LH/2571/18,personnalité politique
19800035/711/81023,personnalité politique
19800035/49/6037,personnalité politique
LH/2683/64,personnalité politique
19800035/626/72436,personnalité politique
LH/1113/52,personnalité politique
19800035/265/35413,personnalité politique
LH/859/34,personnalité politique
LH/1077/8,personnalité politique
LH/434/59,personnalité politique
LH/384/31,personnalité politique
LH/87/30,personnalité politique
LH/101/81,personnalité politique
LH/386/43,personnalité politique
LH/751/53,personnalité politique
LH/1303/31,architecte
LH/994/13,architecte
LH/809/6,architecte
LH/1185/22,diplomate
LH/1602/66,médecin
LH/275/10,médecin
LH/558/33,historien
LH/876/49,historien
LH/2368/76,poète
LH/1688/33,poète
LH/1358/28,militaire
LH/714/43,militaire
LH/714/42,militaire
LH/550/67,avocat
LH/648/111,avocat
LH/723/73,avocat
19800035/910/6256,prêtre catholique
19800035/1381/59505,prêtre catholique
LH/54/22,dramaturge
LH/880/48,architecte
LH/1528/56,personnalité du monde des affaires
LH/248/94,personnalité du monde des affaires
LH/526/101,traducteur
LH/2661/29,zoologiste
LH/166/34,ingénieur
LH/962/16,ingénieur
LH/1175/48,ingénieur
LH/1153/9,ingénieur
LH/1297/73,pianiste
LH/1170/52,géologue
LH/219/1,géologue
LH/2683/2,militaire
LH/2683/11,militaire
LH/2367/71,militaire
LH/1984/25,militaire
LH/747/73,militaire
LH/387/14,militaire
LH/397/98,chimiste
LH/1147/16,musicien
LH/1147/16,musicien
LH/2336/15,illustrateur
19800035/233/30963,illustrateur
LH/1358/28,personnalité politique
LH/2698/38,personnalité politique
LH/861/22,personnalité politique
LH/852/26,personnalité politique
LH/57/94,personnalité politique
19800035/453/60625,poète
LH/1917/19,poète
19800035/1244/43531,informaticien
LH/2105/32,peintre
LH/1297/73,facteur de pianos
19800035/224/29504,peintre
19800035/392/52580,peintre
LH/398/23,peintre
LH/2336/15,peintre
LH/1379/11,peintre
19800035/233/30963,peintre
LH/2692/6,peintre
LH/2286/24,ingénieur
LH/1044/42,ingénieur
19800035/1466/69697,physicien
LH/488/60,juriste
LH/568/68,juriste
19800035/966/12071,mathématicien
LH/382/14,notaire
LH/2718/7,pharmacien
LH/693/56,officier
19800035/1359/57296,officier
LH/2638/84,officier
LH/417/30,officier
LH/1450/49,officier
LH/861/22,professeur
LH/151/21,chef d'orchestre
19800035/124/15605,juriste
LH/166/34,physicien
LH/1351/9,physicien
19800035/1381/59505,théologien
LH/550/67,personnalité politique
LH/1424/42,personnalité politique
LH/275/10,personnalité politique
LH/2510/13,personnalité politique
LH/296/43,personnalité politique
19800035/38/4768,personnalité politique
LH/1437/44,personnalité politique
LH/1614/46,personnalité politique
19800035/744/84489,personnalité politique
LH/964/10,personnalité politique
LH/648/111,personnalité politique
LH/1990/53,personnalité politique
LH/1917/19,personnalité politique
LH/1984/25,personnalité politique
LH/94/3,personnalité politique
LH/2170/18,personnalité politique
LH/1528/56,personnalité politique
LH/747/73,personnalité politique
LH/248/94,personnalité politique
19800035/1194/38103,personnalité politique
LH/490/23,personnalité politique
19800035/299/40260,personnalité politique
19800035/763/86753,personnalité politique
LH/80/39,économiste
LH/1077/8,économiste
LH/2555/66,officier
LH/473/77,officier
LH/434/59,officier
LH/87/30,officier
LH/1053/8,ethnologue
LH/166/34,mathématicien
19800035/1244/43531,mathématicien
LH/2610/70,mathématicien
LH/501/77,diplomate
LH/501/77,diplomate
19800035/1306/50913,historien
LH/789/4,historien
LH/1170/52,professeur d'université
19800035/1125/29025,bibliothécaire
19800035/760/86262,historien
LH/80/39,historien
LH/473/77,historien
LH/2542/11,historien
LH/102/34,historien
LH/725/48,historien
LH/703/65,historien
LH/99/29,historien
LH/1170/52,paléontologue
LH/213/57,criminaliste
19800035/224/29504,artiste graphique
LH/2336/15,artiste graphique
LH/2692/6,artiste graphique
LH/714/43,officier
LH/714/42,officier
LH/962/16,officier
LH/1153/9,officier
LH/156/75,psychologue
LH/569/30,prêtre catholique
19800035/910/6256,journaliste
LH/2661/29,physiologiste
LH/2368/76,infirmier
LH/1358/28,diplomate
19800035/1125/29025,diplomate
LH/800/13,géologue
LH/369/90,météorologue
LH/2661/29,botaniste
LH/680/24,chimiste
LH/213/59,statisticien
19800035/1076/23807,haut fonctionnaire
LH/558/64,haut fonctionnaire
LH/568/68,haut fonctionnaire
LH/789/4,haut fonctionnaire
LH/860/61,artiste lyrique
LH/1053/8,archéologue
LH/1260/52,historien
19800035/723/82222,historien
LH/861/22,historien
LH/213/57,anthropologue
LH/2661/29,ichtyologiste
LH/486/61,chirurgien
19800035/766/86962,psychiatre
19800035/1394/61068,psychiatre
LH/99/29,psychiatre
LH/674/74,banquier
19800035/1213/40021,psychiatre
19800035/1213/40021,psychologue
19800035/435/58196,géographe
19800035/1306/50913,géographe
LH/213/57,criminologue
19800035/224/29504,aquafortiste
19800035/1394/61068,psychologue
LH/2533/53,ingénieur civil
LH/526/101,linguiste
19800035/245/32630,peintre
LH/246/1,peintre
19800035/189/24586,peintre
19800035/215/28223,peintre
LH/2546/47,dramaturge
LH/860/61,professeur de musique
19800035/787/88941,graveur
LH/1688/33,dramaturge
19800035/224/29504,graveur
LH/213/59,démographe
LH/1077/8,traducteur
19800035/767/87084,prêtre catholique
19800035/1125/29025,prêtre catholique
19800035/830/94709,prêtre catholique
19800035/395/52986,as de l'aviation
19800035/1124/28898,zoologiste
LH/369/90,spéléologue
19800035/224/29504,lithographe
19800035/233/30963,lithographe
LH/2692/6,lithographe
19800035/910/6256,résistant
LH/2095/49,ingénieur ferroviaire
LH/2661/29,herpétologiste
LH/854/28,zoologiste
19800035/201/26297,zoologiste
LH/485/73,graveur
19800035/869/2135,astronome
19800035/1445/67190,astronome
LH/2718/7,chimiste
19800035/37/4708,haut fonctionnaire
19800035/1289/48975,illustrateur
LH/725/48,archiviste
LH/466/25,juge
LH/466/25,juge
LH/2654/77,jardinier
LH/1653/37,sculpteur
19800035/214/28070,sculpteur
19800035/1129/29382,typographe
LH/778/49,sculpteur
LH/854/28,lépidoptériste
19800035/1125/29025,archiviste
LH/2257/39,illustrateur
19800035/123/15513,scénariste
19800035/817/92945,scénariste
LH/1182/12,préfet
19800035/804/91297,chirurgien
LH/2698/38,peintre
LH/2257/39,peintre
LH/99/29,neurologue
19800035/966/12071,professeur d'université
LH/2079/20,écrivain
19800035/1393/60951,écrivain
